t,ax,ay,az,wx,wy,wz,s
655.279922009,-15544,-4916,-6680,-518,-3857,5335,0
655.389410973,-20952,-2632,-7068,4428,23406,-6447,0
655.49900198,-23316,-3984,2644,-8725,7561,-13815,0
655.608489037,-14568,3552,2804,-6921,3744,-18303,0
655.71799612,-12036,968,-96,-2670,-1421,-11372,0
655.82753396,-10192,-6236,-9048,-10645,-5748,-10318,0
655.937024117,-9688,-1744,1600,-5640,-6155,2873,1
656.046494961,-10588,4640,3168,-26670,-8232,-6648,0
656.155928135,-19760,468,-464,1292,-6986,6096,0
656.265396118,-13116,-1092,692,-1475,-10060,9292,0
656.374840975,-13656,1416,-3216,-6612,-10006,7936,0
656.484579086,-16752,-3680,-6348,1751,-5682,6995,0
656.593981028,-18760,-6580,-27960,5714,24201,-5361,0
656.703375101,-23636,2516,3692,-3882,10390,-13254,0
656.812932968,-16600,2180,2468,-9740,7017,-18333,0
656.922302008,-14152,4980,-2944,-1512,-1187,-11983,0
657.031968117,-12764,-5304,-1568,-8747,-3619,-11703,0
657.141509056,-13344,-2036,-5028,-12557,-4459,-3724,1
657.251132011,-21688,5196,-7364,-755,-3400,10599,0
657.36055398,-14216,-3856,-436,8075,-4661,8134,0
657.470070124,-13824,464,-1612,2049,-6629,11505,0
657.579646111,-16288,-2584,500,1715,-8767,9569,0
657.689155102,-14612,-4684,-7056,-2853,-8500,6379,0
657.798738956,-17300,-9880,-10660,2729,1862,4790,0
657.908192158,-28692,-1664,852,-1916,21154,-18039,0
658.017712116,-20992,288,324,-10480,5581,-20899,0
658.12717104,-11548,5328,600,-3097,4014,-13684,0
658.236638069,-10236,-768,860,1930,-3383,-5022,0
658.346138954,-11056,-16796,-18520,1238,-4415,-1628,0
658.455575943,-15372,-9296,-8372,22509,4076,20259,0
658.565014124,-19412,1600,2320,19977,-7319,14529,1
658.674421072,-13664,-1116,-2988,6239,-5325,11246,0
658.783887148,-15848,720,-1556,3036,-6810,8129,0
658.893351078,-15704,608,-248,725,-8185,9070,0
659.002701998,-15004,-1964,-3764,749,1750,2779,0
659.112151146,-27548,-12012,-22852,8001,23387,1312,0
659.221644163,-22100,-4020,3384,-8951,8717,-14774,0
659.331238985,-18580,528,5784,-11180,8689,-20043,0
659.44075799,-13804,4140,-2032,-11981,-2717,-18023,0
659.550281048,-14224,-2700,-4456,-7115,-1480,-11336,0
659.65989399,-11888,-11408,-7904,-2586,-4879,-3634,0
659.769423008,-21048,7724,-10404,6486,3247,7320,1
659.878859997,-13796,-5640,-3956,6675,-6463,8964,0
659.988407135,-12960,-1060,-1256,-164,-5941,8375,0
660.097831964,-14596,-3400,-5532,-2089,-5013,6523,0
660.207173109,-14752,-380,-3412,-4372,-4727,5987,0
660.316650152,-17412,-6576,-9624,-2680,475,2688,0
660.426159143,-26384,-6052,-644,-3187,22752,-8946,0
660.53559494,-21644,-1368,3080,-11964,9729,-21685,0
660.64507699,-15252,1304,3744,-8195,2640,-16778,0
660.754665136,-12548,104,-1300,-7185,-3633,-13543,0
660.864122152,-15276,-8632,-5200,-7752,-4415,-10713,0
660.973520041,-14040,1152,4888,-14943,2521,1474,0
661.083042145,-8828,4752,-2128,-32768,-4601,-12582,1
661.192418098,-18932,2568,268,-6411,-6738,4048,0
661.301944017,-16516,2676,-1076,-3394,-6552,6662,0
661.411337137,-15588,1024,-2804,-5312,-7957,7164,0
661.519794941,-17692,-2184,-4328,-1973,-6707,6718,0
661.627776146,-15364,-16332,-12948,-1871,5712,-3968,0
661.735852957,-22648,6656,-96,-6626,16974,-14724,0
661.843817949,-17424,3832,3228,-10945,10570,-26644,0
661.951825142,-13196,5032,1312,-4546,2490,-13414,0
662.060028076,-12700,356,-1752,-3135,-5022,-11619,0
662.168138027,-10824,-10972,-8648,-3777,-3402,-4906,0
662.276160955,-12248,11596,-4908,-5380,2382,9086,1
662.384048939,-21244,-6664,5116,16740,-298,10844,0
662.491945028,-13948,-2532,-2592,7086,-6567,10101,0
662.601480961,-15672,-2360,-1648,1099,-9947,9673,0
662.711044073,-14508,-4212,-4348,-2734,-8691,8224,0
662.820527077,-17752,-11840,-6980,3909,980,8222,0
662.930112123,-26080,-1140,1852,1478,22100,-16411,0
663.039637089,-19832,6148,-464,-7183,10324,-21564,0
663.149176121,-11328,4576,1008,553,6103,-11358,0
663.25872612,-12948,-696,-1576,-4354,-2835,-8096,0
663.368375063,-11296,-15624,-13004,4029,590,-1579,0
663.47793293,-6828,9784,-2136,10323,4254,12863,1
663.587362051,-17536,-888,-1148,19919,-7078,13013,0
663.696974039,-13920,-3760,-1592,2458,-5103,8720,0
663.806411982,-18576,-6212,-1884,5904,-9189,12987,0
663.915816069,-13340,1000,-184,1269,-5748,8170,0
664.025385141,-16380,-2776,-3928,89,-4117,6861,0
664.13481307,-28900,-1740,-13736,6058,22709,-519,0
664.244275093,-22620,-1020,2704,-9638,10621,-19223,0
664.35367012,-15544,1348,2836,-7397,8266,-17851,0
664.463202953,-13164,2776,-124,-1682,1634,-10927,0
664.57269907,-11240,-3460,-3704,-9875,-3824,-13391,0
664.682243109,-12032,-5636,-3268,-9468,-3796,-3356,0
664.791829109,-26196,14592,-6280,-20619,5989,-17618,1
664.90140605,-15588,-92,-7948,-9875,-12196,6853,0
665.011033058,-14108,-2224,-2544,-2373,-5516,6399,0
665.120634079,-17364,-9016,-9376,-10632,-5302,7731,0
665.230541945,-15352,1924,-2676,-8075,-3448,5620,0
665.339955091,-16400,-1072,-4208,-7140,-3375,3268,0
665.44948411,-24124,-7032,-10728,1973,20207,-721,0
665.559276104,-24240,396,7076,-19681,3863,-18608,0
665.668622971,-17288,1060,2012,-16521,5587,-17670,0
665.778134108,-15904,1332,-864,-3854,1349,-14511,0
665.887640953,-10340,708,-2392,-8997,3464,-13345,0
665.997100115,-12248,-9480,-11584,-3267,-5577,-7220,0
666.106624126,-13036,-1108,-4168,-2099,1949,7525,0
666.216087103,-13284,-4464,23744,2349,-1267,16015,1
666.325596094,-17880,-2572,1188,-4648,-7092,4413,0
666.434980154,-16248,-392,-3824,-3278,-5721,7173,0
666.544414043,-15820,-2000,-880,1154,-7038,9887,0
666.653893948,-14676,-720,-2940,-3419,-5942,6236,0
666.763296127,-22324,-8076,-3452,388,4425,2351,0
666.872646093,-24052,-3168,736,-468,24829,-8343,0
666.981987,-23120,3596,2452,-9970,10135,-28110,0
667.091585159,-13720,5156,1224,-4292,2929,-15736,0
667.201105118,-13476,1648,2844,-1588,-1641,-6826,0
667.31071496,-12260,-22944,-17964,10177,-1374,-5747,0
667.420135021,-16776,7092,-8764,-4230,3963,8318,1
667.529649973,-15908,564,-4844,32767,-8392,21265,0
667.63916707,-13492,-2684,-2752,2606,-6399,9789,0
667.74855113,-19272,2300,-1808,-2920,-8095,9005,0
667.858005047,-15876,952,-3360,-2864,-4286,4971,0
667.967679977,-18768,-6464,-2628,145,2659,4448,0
668.077142954,-21816,-6876,4784,-4108,18021,-12132,0
668.18655014,-21192,-1048,776,-10057,7684,-23654,0
668.296144009,-14040,2888,2932,-4000,3676,-14165,0
668.405648947,-10252,3640,-2056,-2319,-2798,-10837,0
668.515120029,-12668,-17200,-12112,4097,-2474,-4971,0
668.624655008,-14724,-184,-12368,-1854,-479,4489,1
668.734045982,-18092,-68,-36,-29121,-12432,1003,0
668.843430996,-18208,400,-2088,886,-8662,6607,0
668.952974081,-18208,2256,-968,1100,-8116,9595,0
669.062325954,-12100,-5564,-7172,-541,-8795,9656,0
669.171754122,-15528,-4752,-7044,1733,-4206,6500,0
669.28127408,-25748,-4940,-8980,2901,19519,-6896,0
669.390833139,-22752,-4,2192,-3899,5694,-13239,0
669.500375986,-13028,4448,2324,-5157,8446,-15931,0
669.609980106,-9140,2912,1144,-2075,-1745,-8422,0
669.719481945,-11112,-7796,-12212,-5523,-7226,-5926,0
669.829134941,-14768,-2444,-6092,-5507,-2298,6642,0
669.938648939,-13072,-3796,10756,-6621,-3447,8175,0
670.048131943,-18332,2516,-2724,-3896,-4448,8247,0
670.157669067,-13784,-1072,-172,-1363,-8750,9194,0
670.26714015,-15204,1092,-3384,-3281,-10057,10790,0
670.376583099,-16364,-1948,-4228,-2650,-3959,6033,0
670.486182928,-20748,-24064,-16124,1523,11915,-3582,0
670.595615149,-18568,2820,4476,-11756,15951,-15990,0
670.705069065,-18064,1296,3892,-15742,9280,-23348,0
670.814665079,-14344,3928,-120,-9892,-508,-16861,0
670.92407608,-13784,4564,-3148,-7899,-5497,-12791,0
671.033658981,-10624,-11748,-11284,-5161,-2476,-7591,0
671.143146038,-6892,3364,-15908,20615,-10731,8956,1
671.252475977,-11592,2804,-2644,26235,-13236,15416,0
671.362204075,-13016,-1748,-1072,814,-3870,11789,0
671.471750021,-16116,784,-964,-331,-5523,7278,0
671.581393957,-15528,-308,-3256,-3490,-7334,5568,0
671.691022158,-16760,-1564,-3392,-1503,-3754,3986,0
671.800673008,-26824,-12128,-22860,8215,18616,2579,0
671.910283089,-19672,220,4196,-10607,11006,-11759,0
672.01987505,-18216,260,5820,-14646,8581,-18155,0
672.129450083,-14096,984,-276,-8840,-2292,-15622,0
672.238944054,-12600,-16,-6484,-11577,-5990,-14415,0
672.348428011,-12568,-7580,-4196,-4328,-7441,-5429,0
672.457983017,-14976,6868,-6188,-199,1151,7255,1
672.567564964,-18936,-2512,-2080,27144,-15530,8829,0
672.677031994,-13280,-3716,-3272,-819,-7013,7352,0
672.786492109,-17276,-2268,-640,-1812,-6317,7429,0
672.895847082,-14876,-7376,-800,-6243,-6612,2261,0
673.003782034,-17176,-1912,-2960,881,-4710,5504,0
673.11166811,-13752,-11948,-7144,3666,12764,-7596,0
673.219943047,-22216,500,1268,-8973,8347,-14216,0
673.32794404,-16464,6036,-468,-6913,8211,-17781,0
673.435873985,-11892,4876,-628,-2137,2204,-11044,0
673.544016123,-12904,-932,-9520,-7232,-3965,-13105,0
673.652080059,-15216,-292,-112,-6507,-8767,-5622,0
673.760034084,-11088,11780,3604,-16846,18488,5128,0
673.868029118,-17384,-1044,-2164,-2113,-17530,1447,1
673.978018999,-14916,-820,600,-349,-7689,9636,0
674.087639093,-14532,-2320,32,3757,-9383,9344,0
674.19709301,-15144,-3168,-3740,-1283,-5935,6907,0
674.30678606,-21356,-14072,-10964,4244,5372,-2907,0
674.416185141,-26212,2284,2992,6729,18874,-11026,0
674.525719166,-19816,5392,1564,-6957,12146,-20734,0
674.635149002,-12296,3940,2296,-1305,5609,-12231,0
674.744661093,-11276,2264,-444,-4165,-3346,-10191,0
674.854052067,-11752,-19200,-13560,1120,2041,-4963,0
674.963413954,-22056,10368,-10092,-5214,-1290,9358,0
675.072924137,-16764,-4760,-1584,11002,-7038,10405,1
675.182271957,-14500,-1584,-40,6505,-1189,9872,0
675.291890144,-17652,3052,540,6626,-7622,11675,0
675.401266098,-13496,-4288,-5236,-2382,-8472,5568,0
675.510883093,-16856,-1492,-3636,3344,-3006,4905,0
675.620414019,-23032,-2252,-16796,8422,25220,4556,0
675.729999065,-22432,-1292,1092,-5715,8800,-14329,0
675.83938098,-15164,1708,5116,-10452,7112,-19641,0
675.94888711,-12880,3860,-816,-7200,-51,-15351,0
676.05853796,-13508,-4168,-4576,-9481,-3749,-15160,0
676.167909145,-14508,-7504,-4716,-6531,-6265,-6238,0
676.27737999,-19368,6424,-14540,-8195,-6610,1357,1
676.38688302,-17688,-2980,-5916,-3296,-7147,4151,0
676.496355057,-14184,-748,-552,-2837,-5112,8666,0
676.605803013,-16328,1884,-2696,-8887,-2745,4292,0
676.71539712,-14416,3556,-2532,-7436,-5172,4535,0
676.824815035,-11940,3000,-1004,-4460,-3059,2730,0
676.93423605,-15684,-3752,-7328,-4616,3921,-207,0
677.04362607,-19064,-9952,2420,-11254,18932,-17363,0
677.153139114,-18792,-188,1748,-7964,6936,-18297,0
677.262501001,-15352,1484,2288,-6632,3377,-17087,0
677.372184038,-11668,1624,-2068,-1981,1486,-13226,0
677.481739998,-11564,-5564,-5112,-877,-2180,-9659,0
677.591477156,-12824,520,7096,-1583,-3557,5602,0
677.701019049,-13332,4168,-828,-27569,12238,8535,0
677.810754061,-18052,224,-2608,-13479,-5936,2915,0
677.920148134,-15700,-192,-2440,2622,-9068,8137,1
678.029672146,-14468,5504,-4216,168,-3978,5527,0
678.139241934,-14968,676,-2376,-2440,-5377,6178,0
678.248733044,-17076,-660,-3876,-1195,-2952,4907,0
678.358242035,-20084,-2120,-15212,6258,20547,-6432,0
678.467748165,-23452,-884,1960,-7786,8285,-15078,0
678.577202082,-17332,2168,2612,-11298,6938,-20129,0
678.686630011,-12860,5400,-3352,-3693,1132,-12962,0
678.796167135,-13968,-2328,-4856,-4660,-5148,-12625,0
678.905612946,-12204,-1336,-1996,-12184,-3926,-2866,0
679.015080929,-9900,-3780,-2188,3402,6499,22916,0
679.124644995,-19036,-2940,1064,9639,-10024,4361,1
679.234023094,-14548,-2064,-1400,6088,-6236,9564,0
679.343443155,-15140,-848,-2804,-1271,-8005,6313,0
679.452984095,-15372,2480,1028,-2433,-8575,7765,0
679.562324047,-16500,468,-2504,3561,-4138,6070,0
679.671700954,-29728,-10584,-5716,3701,9164,844,0
679.781374931,-22028,-1500,4080,-4457,20359,-16645,0
679.891030073,-19472,2476,1868,-9761,7982,-21883,0
680.00069809,-13084,4084,752,-4079,2473,-13091,0
680.110223055,-12252,356,364,912,-1201,-7712,0
680.219814062,-11708,-16456,-18120,501,-3076,-5634,0
680.329360962,-20872,-12820,-23196,2038,-4726,4523,0
680.4389081,-13104,5084,4552,-2048,-1304,14521,1
680.548444986,-17208,-1312,-3232,-3995,-4090,8011,0
680.658010006,-14624,284,-544,3378,-7846,8846,0
680.767601013,-16688,-4,-348,-4921,-12283,10603,0
680.877010107,-16164,-492,-3760,3831,-4869,5971,0
680.986464024,-21824,-14552,-4104,1164,3473,-2606,0
681.095967054,-23152,1556,-1064,-678,14420,-11895,0
681.20538497,-20128,4660,560,-8651,12989,-20299,0
681.314818144,-10600,3972,1320,-1031,4623,-12151,0
681.424206972,-9772,2132,-188,-4726,-2495,-7419,0
681.533607006,-8400,-18004,-11048,1834,-2622,-4320,0
681.643124104,-14244,2736,-3164,6428,6744,13833,0
681.752511024,-19984,-568,-668,17871,-13828,6037,1
681.862244129,-14592,-316,-2120,4487,-4002,12586,0
681.97181201,-16524,68,-2588,481,-5508,7475,0
682.08140111,-14400,1524,-3104,-6320,-7691,6570,0
682.191087961,-16644,792,-1292,2418,-1011,5346,0
682.300663948,-17828,-15528,-10984,-2933,9511,-6566,0
682.410220146,-18360,-1364,5988,-10906,12890,-16543,0
682.519876003,-19744,2760,2116,-13282,10420,-17921,0
682.629467964,-14436,4752,-136,-6109,795,-16860,0
682.73931098,-14104,5404,-2456,-7277,-749,-13859,0
682.848825932,-9972,-13284,-12892,-2679,-386,-9768,0
682.958423138,-14580,2504,-17392,15750,-5763,8700,0
683.067929029,-8260,1716,4760,22270,-12531,5362,1
683.177397966,-12472,-1664,-1376,1808,-5399,11000,0
683.286913157,-15416,-1276,-3724,-1945,-5615,7160,0
683.396291971,-15768,1780,-952,-2752,-5850,6687,0
683.505726099,-15772,-228,-4036,-2751,-4379,6438,0
683.615172148,-20416,-14512,-13404,-1858,7482,-3443,0
683.724633932,-22380,956,2728,-14379,10686,-15571,0
683.834012032,-19916,1640,3696,-14867,10046,-21919,0
683.943397999,-14416,3372,-52,-6418,369,-17786,0
684.052952051,-14272,4776,-1672,-7273,-1324,-12808,0
684.162364006,-11536,-9944,-8484,468,-4659,-7222,0
684.271945,-21896,12868,-4700,-8316,-8148,3331,1
684.381484985,-16548,-1324,-4780,22694,-3200,9251,0
684.501353979,-16140,-872,-1964,3818,-6128,11887,0
684.610047102,-14000,-336,324,-4226,-6621,7044,0
684.72746706,-14836,-1952,-6052,-5316,-7922,4971,0
684.83356595,-16936,-2100,-5760,2893,-342,3144,0
684.939665079,-23496,-1644,-10184,5785,20799,-1574,0
685.046344995,-19676,-464,4944,-6606,9276,-13669,0
685.152341127,-15884,3928,3468,-6480,6651,-17264,0
685.258422136,-11460,5976,-1020,-4842,300,-14787,0
685.365054131,-12440,-3820,-5588,-6908,-6841,-11403,0
685.473124981,-16620,4064,7648,-3668,275,3909,0
685.581143141,-17104,1864,5032,-14519,6847,16607,1
685.689258099,-21540,-964,-2740,-1458,-6109,1351,0
685.798826933,-16244,-1844,-1388,1715,-8243,3646,0
685.908411026,-15072,-4376,2112,2437,-6858,8272,0
686.017874002,-15868,-2568,-4284,943,-5911,6437,0
686.12729311,-18568,-15244,-9196,2328,1729,81,0
686.236948967,-25276,-324,2260,3795,17096,-13034,0
686.346390009,-17360,6656,608,-5880,9504,-19824,0
686.455891132,-10672,4548,3480,-872,4609,-7599,0
686.56537509,-11300,1360,-2428,-4609,-4102,-11512,0
686.674788952,-13272,-8340,-7204,-5554,-3445,-3877,0
686.7842381,-27232,15376,-6776,-28245,2713,1849,1
686.893602133,-14392,-668,-6552,2131,-9102,7528,0
687.003138065,-15132,-388,-536,2093,-7306,12073,0
687.112512112,-17508,-2768,-532,2087,-5172,12277,0
687.222267151,-10068,1200,-3756,-5056,-4492,-220,0
687.331789017,-17636,-5132,-8108,1806,-707,4960,0
687.441503048,-31208,-3076,6600,459,26710,-12659,0
687.550997972,-23004,1480,2540,-10080,9958,-25105,0
687.660664082,-15664,1700,3856,-8621,3689,-18288,0
687.770189047,-9468,2584,788,-3038,-3924,-9852,0
687.879707098,-8784,-7600,-10904,-15399,-8597,-11262,0
687.991465092,-13648,1772,204,-17346,4500,8097,0
688.101695061,-4164,-3384,32767,-27761,-13823,-31148,0
688.211487055,-19772,3816,-2296,-5861,-7148,7023,0
688.321033001,-14136,-3984,-1908,-13086,-6406,5968,0
688.430662155,-14284,4068,-2620,-10572,-3667,790,0
688.540280104,-15324,1348,-3404,-6169,-4075,3617,0
688.649765968,-20996,628,-6980,-4416,-846,1657,0
688.759292126,-22524,-9776,1772,-4758,16816,-11081,0
688.868798018,-21284,-2516,1640,-8012,8173,-18300,0
688.978404045,-15216,2676,1824,-3195,6620,-14115,0
689.087878942,-11352,3368,-88,-1059,299,-10871,0
689.197415113,-11600,-6052,-7968,-10623,-5474,-12610,0
689.307052135,-18872,5128,8452,-6522,4316,6907,1
689.41642499,-12808,-7060,3724,-32768,-4523,-84,0
689.525890112,-18420,2020,-3124,-7114,-7896,3093,0
689.63538909,-14628,-76,-1100,-1011,-7394,7457,0
689.744832039,-14640,-1380,-936,-2215,-7171,8203,0
689.854207993,-16340,1228,-4952,-541,-4183,6333,0
689.963597059,-17708,-9860,-15772,1921,9394,-4470,0
690.073104143,-23476,-384,2960,-6630,14338,-14735,0
690.182467937,-21688,1532,1772,-9357,9343,-23599,0
690.292247057,-13624,5212,1032,-4856,2279,-16756,0
690.401778936,-11652,264,-312,-1523,-1009,-10460,0
690.51147294,-10948,-19028,-16252,-2778,840,-7911,0
690.620999098,-18756,-11348,-27484,15624,-9867,8195,1
690.730668068,-12816,1020,8592,3169,-7245,7315,0
690.84017396,-14940,-1136,-3460,2431,-6521,8625,0
690.94967103,-15332,-1468,-2400,4064,-7580,10012,0
691.059201002,-15112,-432,-2464,310,-7560,6868,0
691.168586969,-16160,-816,-2128,3271,-2176,6386,0
691.27810216,-25064,-15512,-20644,8027,18610,-3312,0
691.387722969,-20604,-352,2528,-10781,11849,-13874,0
691.497514009,-18812,2372,2564,-10003,11330,-19294,0
691.607010126,-13976,1908,-1492,-5953,262,-13529,0
691.716423988,-13168,-908,-1232,-2064,-3676,-12659,0
691.825866938,-10868,-8164,-4628,-1443,-7295,-2418,1
691.935389996,-17284,8292,-84,13875,-5585,11531,0
692.044836998,-14712,-1508,-4076,13221,-7453,10642,0
692.154294014,-15188,-68,-1368,8349,-6404,10371,0
692.263700008,-20388,-3208,976,1514,-8853,8992,0
692.373147964,-14612,-3640,-4392,-1251,-7990,5125,0
692.482470036,-16396,-3112,-3824,8269,-1869,6994,0
692.592133045,-32760,-5608,-15988,15058,29726,-3613,0
692.701660156,-24256,-380,1244,-750,8068,-19627,0
692.811177969,-13704,3388,3284,-262,8154,-14518,0
692.920604944,-9540,5404,2720,-399,-1356,-8216,0
693.030157089,-10248,-8900,-14272,-13816,-5757,-13601,0
693.13977313,-15524,3652,-1488,-17888,3374,10754,1
693.249151945,-15596,-6736,20504,-22330,-4820,-8508,1
693.358718157,-19300,2100,-2876,-6192,-6530,6416,0
693.468179941,-14508,148,-1008,-1497,-6788,8492,0
693.57763505,-14696,184,-3016,-5980,-6687,6187,0
693.687090158,-14916,2236,-2580,-2067,-2803,5849,0
693.796581984,-14296,-10168,-11340,-280,3607,-2978,0
693.906202078,-22064,-3288,3616,-14955,20397,-22316,0
694.015618086,-18020,404,2128,-11141,8773,-21208,0
694.125021935,-14876,3328,2760,-5537,855,-17949,0
694.234437943,-12868,4904,1388,-4704,-4506,-13208,0
694.343913078,-19288,-20056,-19188,511,-10655,-7429,0
694.453321934,-18764,10716,-32768,-2308,-12086,3330,1
694.562668085,-9544,2600,3268,8714,-5923,10133,0
694.672084093,-14200,-276,-3088,2419,-4810,10305,0
694.781444073,-16016,2364,-1800,-501,-5103,7549,0
694.890969992,-14352,388,-3056,-5047,-7143,3468,0
695.000649929,-16728,-3164,-4628,-1778,-2860,4267,0
695.110154152,-20248,-7868,-13332,6424,13465,-4646,0
695.219876051,-18096,3592,268,-8735,11372,-11583,0
695.329357147,-18028,2120,3208,-10987,5824,-18582,0
695.438863039,-15012,3044,-2380,-6151,-1171,-15728,0
695.548431158,-11864,-240,-4268,-8475,-5031,-13726,0
695.657928944,-14728,-1128,384,-12831,-11179,7909,1
695.767426968,-24412,11196,1008,-17748,17674,8605,0
695.876861095,-17676,1556,-3188,-5583,-7755,2603,0
695.986358166,-11024,-1992,-1352,-11911,-7807,4541,0
696.09624815,-15800,23244,-1652,-3018,-5522,5665,0
696.204281092,-15308,-992,-5936,-3452,-6978,4682,0
696.312179089,-15928,-4680,-6268,-263,-1100,2488,0
696.420542955,-25664,-5676,1084,-4251,19570,-12737,0
696.528614998,-19372,240,1744,-4656,4995,-20595,0
696.636518002,-13336,5444,3072,-2763,3885,-14375,0
696.74497509,-10828,2368,-1208,-3150,2728,-7329,0
696.853093147,-9576,-24304,-22520,5075,-4099,-4086,1
696.961038113,-26100,-20232,-32768,9199,-10234,2836,0
697.070716143,-8528,18588,-6072,11775,-6498,-5166,0
697.180256128,-15612,-2044,-4412,2887,-7623,11497,0
697.28998208,-16296,4684,-40,4598,-8778,11681,0
697.399456978,-13172,-612,-1296,-2048,-9900,8282,0
697.509231091,-16800,-3912,-6348,2125,-4079,5884,0
697.618699074,-23756,-3040,-12944,6377,17533,-4156,0
697.728178024,-24092,1756,280,-1252,9805,-13808,0
697.837612152,-13508,3616,3452,2056,7752,-16648,0
697.947116137,-10344,5604,-136,-1741,-2844,-11639,0
698.056653023,-9924,-14444,-13868,-4346,-5316,-6664,0
698.166110992,-15684,-12736,-28584,13668,-7952,8639,0
698.275546074,-12880,8748,9936,-1029,-1170,16160,1
698.384951115,-18060,2260,-4032,-4770,-9667,6672,0
698.494349957,-15196,696,-576,7114,-7294,13011,0
698.603917122,-14984,-1036,-1476,43,-9028,7874,0
698.71329999,-16484,-1196,-3872,1453,-3568,6301,0
698.822678089,-24192,-11724,-17504,5560,17827,-4438,0
698.932042122,-21496,-1316,1784,-4578,14924,-15066,0
699.041694164,-20148,116,3680,-9536,10505,-18597,0
699.151086092,-15824,3620,1352,-8408,-1036,-16848,0
699.260699034,-11552,3880,-2640,-7877,-30,-13492,0
699.370258093,-9396,-14536,-9232,-9900,-2957,-10923,0
699.479887962,-15492,5080,-32768,-4928,-25592,-7655,0
699.58947897,-7560,-3120,2904,-4211,-10864,4847,0
699.699106932,-14804,316,-2612,12128,-6746,13015,0
699.808671951,-16224,-24,-4980,-8459,-5192,7767,0
699.918031931,-13300,3636,-3036,-12181,-4466,1010,0
700.027671099,-15088,3288,-1256,-5152,-3985,2913,0
700.137196064,-17824,-6072,-6408,-3889,1834,-751,0
700.247050047,-21556,-3956,-2960,-14698,15658,-19663,0
700.356580019,-20852,6280,-1600,-6105,8266,-16942,0
700.466144085,-13596,2560,1836,-1800,5615,-14364,0
700.575582027,-10428,2728,404,-730,151,-12288,0
700.685055971,-12484,-11796,-12348,-5839,-6265,-7354,0
700.794692993,-12588,5560,448,-2399,-59,4266,0
700.904096127,-14684,-7420,3356,-22470,1703,-6822,1
701.013458014,-17704,1908,-4148,-7766,-9453,5674,0
701.123068094,-14636,960,-2944,1613,-7374,11570,0
701.23238802,-15280,-1084,-2908,-4298,-6682,6351,0
701.341940165,-15408,-1644,-4760,-7079,-6608,4156,0
701.451485157,-11120,-15204,-16512,-1684,4126,503,0
701.560992002,-26440,1016,1792,-12598,15278,-20718,0
701.670557976,-21520,3572,1816,-12392,10036,-28833,0
701.780097008,-12780,4868,1136,-1816,2743,-10795,0
701.889688969,-11428,4928,712,-2912,-2639,-9324,0
701.999163151,-9116,-17284,-11460,-4726,-2600,-5629,0
702.108739138,-10308,-16576,-26876,7818,-21897,3415,1
702.218306065,-23292,544,-4416,17815,-13881,1524,1
702.327753067,-14444,-1988,-2060,1043,-7145,11225,0
702.437289,-15732,48,-2500,-157,-5758,8454,0
702.546906948,-14964,864,-1320,-2177,-7767,6951,0
702.656420946,-16508,-1260,-4092,1805,-6376,6416,0
702.765908003,-13172,-18684,-20100,1527,7198,-5425,0
702.875411987,-21460,1140,-652,-5973,13253,-8881,0
702.984826088,-17580,5952,864,-3647,10436,-17348,0
703.094207048,-12756,7588,352,-2028,189,-16365,0
703.203882933,-13372,-2048,-3928,-3040,-9421,-10114,0
703.313271999,-13468,4532,2908,-8121,-4712,1293,0
703.422626972,-13488,6408,-3196,-19851,10115,4286,0
703.531976938,-16364,196,-2656,-8623,-8175,2858,1
703.641556025,-15496,-632,-1164,40,-5709,7455,0
703.751083136,-15960,-800,-1900,257,-5941,7175,0
703.860648155,-14156,-3712,-5012,-132,-8163,6053,0
703.970169067,-15500,-5960,-8244,3352,-1721,4307,0
704.079667091,-25124,-6676,-1952,11976,25676,-10138,0
704.189087152,-22776,2276,-116,-7114,9594,-19856,0
704.298557997,-12552,4116,3072,-600,5690,-13104,0
704.408138037,-7832,1084,880,956,-4142,-5683,0
704.517601013,-11016,-17024,-7864,7179,-4829,-389,0
704.627092123,-21904,-1240,-32768,53,-16045,1071,0
704.736564159,-12460,1400,3812,9311,-3884,12305,1
704.846132994,-14192,-3076,-1172,4566,1083,16401,0
704.955626011,-15392,-1360,-3660,-277,-4934,6850,0
705.065063953,-15320,1940,-1140,-5674,-4313,3745,0
705.17464304,-14904,1576,-2632,-2415,-2445,5026,0
705.284049034,-15848,-5476,-9736,-3614,-958,1798,0
705.393409967,-29880,-4964,2420,-8991,19757,-16618,0
705.503018141,-20692,460,2592,-8451,9306,-26557,0
705.616150141,-16208,1652,3552,-8248,3408,-17763,0
705.725603104,-13132,1868,-2008,-6874,-3583,-20494,0
705.835031033,-4872,-7612,-6104,-7690,-2267,-11609,0
705.944432974,-11356,4772,6492,-10947,-5639,12510,0
706.053868055,-25512,-2120,-6440,-24260,22103,3289,0
706.163327932,-15004,704,-4264,-8466,-4554,5258,0
706.272698164,-14184,-768,-1692,-2053,-6124,6501,0
706.382135153,-15224,1124,-2492,-4998,-4326,6011,0
706.491655111,-13996,-1436,-6192,-5399,-6081,4316,0
706.601251125,-16172,-2264,-5296,-4666,-1323,3068,0
706.710623026,-29816,-8956,-11560,7945,23225,-4617,0
706.820168018,-27460,-1824,4484,-8556,10393,-15161,0
706.929990053,-17040,2288,4380,-9535,5206,-20743,0
707.039463997,-13568,3984,72,-5640,-1119,-15071,0
