t,ax,ay,az,wx,wy,wz,s
759.040533066,-15628,1212,-5124,-7413,-6042,6522,1
759.15004015,-14732,900,-2404,-1646,-6423,9301,0
759.259614944,-15636,2032,-3144,-2926,-5072,8769,0
759.369150162,-14908,628,-7248,-2346,-4008,3011,0
759.478645086,-24168,724,-10988,-5187,1669,-624,0
759.588117123,-30084,-4192,-7184,-5312,25560,-25058,0
759.697687149,-22052,-3568,324,-8472,8805,-25840,0
759.807249069,-14828,3260,1416,-3297,1671,-16454,0
759.91663909,-11080,3560,-656,-6869,-2166,-9920,0
760.026169062,-8672,-23940,-23996,5461,-818,-7808,0
760.135617971,-32768,-14896,-31232,-23531,-12533,-31488,0
760.245049953,-12768,-7260,13124,-1083,-3921,14033,1
760.354604959,-15968,284,-2360,2646,-7898,12500,1
760.463968039,-17216,36,-4704,4032,-5796,17947,0
760.573354959,-16708,904,-1356,-2000,-6929,7082,0
760.682703972,-15456,384,-3812,778,-3610,6713,0
760.792124033,-19332,-15180,-9684,-3260,3496,-584,0
760.901710987,-23160,-8,-2228,-3069,16054,-14172,0
761.011276007,-19276,3696,1860,-8267,12795,-24583,0
761.120829105,-12260,4032,-708,2673,-1032,-13471,0
761.230334997,-9020,1444,-932,-3426,-4767,-6769,0
761.339897156,-10776,-18124,-14752,-1171,-6606,-6662,0
761.449758053,-624,-12852,-21200,14165,-15742,10195,0
761.559363127,-17536,-2080,-2016,14734,-10495,9912,1
761.668746948,-14320,-1964,-600,5342,-6719,9851,0
761.778398991,-14856,-1540,-2264,3796,-4390,8939,0
761.887756109,-16820,2336,-1208,4764,-5667,11887,0
761.995851994,-15268,-5036,-8360,4235,-4841,7195,0
762.104007959,-4036,-10504,-27908,-5409,16993,-19006,0
762.212195158,-21288,-4228,-4188,-1922,9659,-11304,0
762.320076942,-16468,3212,2400,-1111,6483,-17440,0
762.428131104,-10872,4624,-40,-2327,-3206,-7031,0
762.53628993,-13524,260,-6324,-8130,-8153,-8712,0
762.644307137,-9244,2152,4184,-10647,-895,15376,0
762.752300978,-32768,-2108,-6408,-24858,14866,-6117,1
762.860360146,-19636,-1776,-2192,8964,1328,9171,0
762.969525099,-14448,432,-3608,-3315,-3633,7767,0
763.079214096,-13936,1516,-3360,-11202,-1872,1697,0
763.188715935,-13008,768,-6056,-5053,-6553,4895,0
763.298208952,-15936,932,-4964,-130,-3240,5540,0
763.407598019,-19068,-12564,-23932,2614,12149,-5722,0
763.517075062,-18304,1120,-796,-8736,10649,-13817,0
763.626556158,-20472,3544,1252,-13166,9617,-22147,0
763.736104012,-14488,4184,-2560,-1632,-2041,-14342,0
763.845520973,-12588,3320,-3172,-3985,-1352,-9182,0
763.954945087,-9528,-7968,-9740,-6894,-6297,-5899,0
764.064345121,-14972,5800,-5544,10874,5384,13640,0
764.173898935,-17500,224,-2048,32733,-11618,9296,1
764.283270121,-14220,-1800,-2312,527,-4579,11712,0
764.392925024,-14664,-1228,-3440,-4932,-1609,6413,0
764.502292156,-14084,1904,-2436,-4402,-5341,6903,0
764.611844063,-16748,144,-3904,-1194,-992,6088,0
764.721509933,-14428,-10204,-19372,-5878,8863,-8608,0
764.831042051,-18504,768,2248,-13976,11100,-16521,0
764.940706968,-20084,2984,1484,-11016,9612,-21650,0
765.050240993,-14056,5348,-1660,-4211,-2822,-16518,0
765.159917116,-14392,-4016,-1964,-8489,-5929,-20749,0
765.269461155,-17908,5776,13452,-4517,1615,4837,0
765.379091024,-23676,2256,1112,-9604,27523,9877,0
765.488631964,-21244,-1972,-2420,6317,-5099,5883,1
765.598104,-11588,-884,-2828,-1092,-1957,8104,0
765.707731009,-15284,1544,-4000,-9287,-4781,4693,0
765.817193031,-15764,1452,-4336,-786,-5625,7358,0
765.926576138,-16208,-3756,-6048,-3362,-950,4530,0
766.036139011,-15532,-6088,-6144,601,19934,-8429,0
766.14560008,-23864,-4700,1704,-4491,9743,-11922,0
766.255008936,-15692,3760,408,-1682,4559,-19917,0
766.364392996,-9848,4636,-2060,381,-2576,-11557,0
766.473896027,-11000,-9132,-12016,-2485,-8249,-11534,0
766.583285093,-10228,1124,-2456,-5453,-4981,18050,0
766.692618132,-8072,-10028,14300,-26862,-17295,-14207,1
766.802011967,-21200,-2128,-5136,-8025,-4404,6014,0
766.911561012,-14924,-292,-2132,4020,-7905,7440,0
767.021127939,-15016,1476,-1748,4597,-6503,9611,0
767.130671024,-15576,108,-3816,3535,-3761,8437,0
767.240306139,-18864,-14264,-10304,1302,3705,-2547,0
767.349914074,-21452,240,-24,2515,16595,-10015,0
767.459521055,-19592,6072,212,-4878,12168,-18991,0
767.569183111,-12608,5132,172,3139,1250,-9090,0
767.678717136,-11676,4068,-824,-4013,-3284,-8705,0
767.788398981,-9148,-4336,-6980,-6642,-2210,-123,0
767.897891998,-27720,11792,-6732,-21567,5500,1407,0
768.00735116,-16800,-2336,-4500,5344,-7981,11558,1
768.116870165,-14668,-1960,-3364,2342,-3776,9082,0
768.226411104,-15784,-2960,-2440,1135,-5527,10004,0
768.3358531,-13644,-2476,-6000,-501,-2855,6719,0
768.445348024,-13764,-8788,-10456,-4071,1049,940,0
768.554886103,-30048,-3612,-1644,-1143,22169,-18768,0
768.664273977,-21412,212,636,-7188,7945,-27662,0
768.773849964,-15612,1688,1484,-5938,1261,-19712,0
768.883224964,-11856,1344,-4012,407,-4399,-13114,0
768.992686987,-11312,-7552,-5212,-7499,-7312,-17197,0
769.102229118,-12432,-1432,1292,-12577,-7219,26229,0
769.211778164,-28120,2136,-7644,-13063,5970,32767,0
769.321593046,-15208,3896,-7012,-11596,-9537,4060,0
769.431123972,-14132,-44,-3292,-7959,-4460,6037,0
769.540724039,-14160,-2124,-6840,-13837,-1534,898,0
769.650261164,-13812,1480,-4536,-5679,-2910,4813,0
769.759987116,-17316,-664,-6596,-5500,-1217,2871,0
769.869539976,-14712,-15640,-9800,-332,13651,-7320,0
769.979170084,-24864,1240,1376,-3789,9302,-16154,0
770.089082003,-15728,4204,748,-3347,5259,-17678,0
770.198577166,-12288,4572,-2536,-997,-229,-16102,0
770.308144093,-13268,4220,-6180,-6471,-3192,-11586,0
770.417605162,-9908,-8368,-8820,-14906,-5409,-4725,0
770.527085066,-18984,12188,-1572,-10176,-1115,7694,1
770.636600018,-21132,12,-2872,20865,-9451,15501,0
770.746147156,-14028,-3164,-2544,3797,-5747,9714,0
770.855592966,-15084,-2756,-2924,-2909,-3609,7010,0
770.964964151,-14344,1852,-3916,-276,-7822,9788,0
771.074388981,-15872,-2704,-6960,-858,-1563,7308,0
771.183943033,-22584,-9788,-13964,4135,20900,685,0
771.293359995,-24244,-7752,520,216,6808,-16119,0
771.402714968,-15240,2312,144,-3533,5573,-17990,0
771.512046099,-10548,5220,-840,-2280,-1176,-13703,0
771.621602058,-10956,-4820,-8992,-13296,-5794,-17847,0
771.731147051,-14288,5688,6192,-1949,-1079,9629,0
771.840737104,-7888,-1056,2936,-21564,5323,8311,1
771.950240135,-15668,424,-2968,-13935,-6787,226,0
772.059900045,-14248,-444,-4424,-1936,-8424,7605,0
772.169327021,-13844,-240,-1712,-5492,-5919,4844,0
772.278800011,-13968,-1668,-7152,336,-4900,6913,0
772.388487101,-16232,-10736,-11536,-4805,-208,-1331,0
772.498008013,-25772,2980,-3300,-4071,18357,-16420,0
772.607681036,-18088,2992,-3272,-5379,9172,-27777,0
772.717123985,-10360,4604,156,491,681,-12452,0
772.826539993,-9904,2336,144,-780,-2496,-8550,0
772.936172009,-7376,-23224,-20772,7570,-5362,-2769,0
773.045593023,-19396,-20164,-32768,1192,-18263,-598,0
773.155037165,-10448,2268,-6836,4871,-3675,10692,1
773.264409065,-14016,-920,-3760,7648,-8192,11581,0
773.373966932,-14636,224,-1872,4756,-6276,10735,0
773.483430147,-15284,52,-2816,-1084,-7703,9612,0
773.591602087,-11032,1568,-4524,5745,-262,3118,0
773.69994998,-16252,-10680,-22636,-811,13638,-9796,0
773.808009148,-20576,-1472,-4128,-212,10324,-10602,0
773.915984154,-17420,1920,888,-3570,10547,-17033,0
774.024328947,-11544,2016,-1896,-2552,-108,-15454,0
774.132411003,-9136,-1068,-5512,-6206,-5380,-10692,0
774.240345001,-10188,-13768,-12560,-5855,-5836,-6736,0
774.348366976,-25548,-25172,-32768,32767,-12297,1301,0
774.45659709,-12892,4668,3440,16367,-7367,12648,1
774.564626932,-16828,-2952,-6424,-6136,-4414,8585,0
774.672677994,-15172,-2404,-5344,-4435,-6322,6416,0
774.782231092,-12748,1156,-4308,-9679,-7513,5111,0
774.891798973,-13716,516,-5616,-6043,-3168,4326,0
775.001449108,-16108,-7324,-10708,-1010,367,3017,0
775.110986948,-29112,-2620,940,-5096,21418,-17675,0
775.220687151,-20744,184,628,-10374,8518,-24186,0
775.33017993,-17172,2512,4564,-5132,1927,-18493,0
775.439715147,-12148,4888,-2440,-3328,-5253,-11432,0
775.549256086,-21776,-9332,-14992,2411,-13905,-6877,0
775.658786058,-6820,8212,8860,-17620,2491,4146,0
775.768398046,-2468,-6996,15680,-21499,-13678,-15834,0
775.877915144,-20204,4348,-6764,-2533,-3406,6308,0
775.987420082,-15464,256,-3128,894,-5711,9321,0
776.096888065,-16128,-188,-3816,-4905,-3378,6242,0
776.206356049,-14184,-2680,-7500,-3874,-5166,6689,0
776.315802097,-18276,-3800,-12724,-3319,177,3392,0
776.425405979,-29448,-7604,-5596,-700,28823,-11820,0
776.534924984,-21668,-4072,2772,-4886,5206,-14232,0
776.644336939,-16076,-80,2924,-6653,3279,-21437,0
776.753850937,-11844,5008,-2432,-4949,-2205,-17197,0
776.863228083,-14292,-7640,-7028,-5166,-5369,-13016,0
776.972664118,-10752,3024,7200,-13173,6285,12192,0
777.081990957,-16292,5108,648,-21434,21935,10592,1
777.191529036,-13472,-1756,-5268,-12291,-6949,2174,0
777.301093102,-15224,-2228,-3364,4568,-7830,10019,0
777.410688162,-14668,1616,-3324,-7770,-3115,5183,0
777.520262003,-15048,728,-780,-755,-6242,6938,0
777.629904985,-15976,-2644,-5980,2831,-2396,6885,0
777.739524126,-20328,-6552,-13616,10256,17510,974,0
777.849133015,-25944,1332,-596,4142,9353,-15172,0
777.958723068,-14456,5132,1044,-815,6536,-18588,0
778.068191051,-10708,3212,-2448,-139,-3135,-11109,0
778.177680969,-8260,-5864,-8140,-7277,-8450,-15713,0
778.287152052,-14532,228,3192,208,1785,11973,0
778.396587133,-18056,-2872,4860,-13705,5661,2779,1
778.506160021,-16452,-732,-2360,-13604,-9250,2211,0
778.615626097,-15292,804,-3580,2759,-6851,9366,0
778.725036144,-14496,1312,-2396,1221,-7925,9802,0
778.83494997,-14168,-3336,-5404,2486,-4160,5959,0
778.94432807,-15816,-13256,-12644,-1793,4394,-4346,0
779.053920031,-26864,3404,-904,-920,18100,-13246,0
779.163268089,-18188,4992,-2500,-6029,8044,-23020,0
779.272742033,-10852,4312,-392,2275,3252,-8719,0
779.382073164,-8564,-2632,1100,-490,-4107,-5866,0
779.491678953,-7004,-18372,-15600,-892,-4560,-4232,0
779.601232052,-13940,-4320,-6448,1776,13041,23317,0
779.71077013,-19492,-2728,1308,14409,-5948,10806,1
779.82033205,-12836,-4380,-8252,-237,-5416,10386,0
779.929908991,-14120,-2536,-4280,1199,-5216,7235,0
780.039519072,-15088,2200,-2528,-4406,-4725,7355,0
780.14915514,-14816,-6356,-10716,-1676,-3735,7241,0
780.25874114,-16096,-13460,-12664,-5286,14113,-11802,0
780.36819005,-22828,-3068,6020,-16569,14422,-22204,0
780.477720022,-15736,-6116,2880,-13894,2916,-20713,0
780.587193966,-16492,296,1320,-12868,-3497,-20296,0
780.696699142,-14136,3352,-4008,-14097,-6255,-18002,0
780.806182146,-6812,-10392,-5012,3524,-5997,-7371,0
780.915539026,-19880,-892,9620,-20472,-81,-1977,1
781.024970055,-8448,-11976,13488,-10063,1267,9616,0
781.134362936,-17552,-1936,-6180,-13735,-1716,1633,0
781.243889093,-16016,172,-2960,-1073,-4859,7392,0
781.353282928,-16096,-608,-2184,2194,-2836,8840,0
781.462615967,-13904,-1748,-6748,-3268,-4656,6262,0
781.572065115,-14220,-5440,-10836,-7143,428,-3171,0
781.681466103,-23952,456,-5320,-5939,24795,-13618,0
781.791064978,-19120,408,-1556,-4718,6009,-22657,0
781.900717974,-13404,5936,292,-3214,2272,-15619,0
782.010213137,-10972,-1328,-828,1684,-1538,-7113,0
782.119950056,-12420,-12828,-14216,-7471,-7830,-11094,0
782.229476929,-14528,8608,1608,-12905,1753,25841,0
782.339185953,-10512,-6832,17484,-10654,-6500,2684,1
782.448660135,-16668,4044,-6312,-2413,-6762,4702,0
782.558251143,-14780,640,-3168,2900,-5996,10693,0
782.667629004,-14564,2208,-2312,-8885,-3949,5255,0
782.777140141,-12044,-2240,-9176,-7544,-4186,3749,0
782.886655092,-18184,-6644,-10692,-2746,62,1268,0
782.996159077,-25552,-2684,-3648,-5131,20270,-18300,0
783.105603933,-19440,-668,-356,-9632,7352,-23350,0
783.215023041,-12436,3256,1264,-3322,3273,-16632,0
783.324440002,-12232,1688,-312,2479,-1237,-10445,0
783.433882952,-9972,-11616,-12528,-4765,-6600,-8311,0
783.543270111,-19308,508,-10800,-2439,4167,1898,0
783.652672052,-5944,2756,-5204,-8796,-363,17604,1
783.762053967,-14872,-252,-3660,-2616,-6784,4342,0
783.871698141,-14892,1620,-2028,3764,-6937,11294,0
783.98123908,-15524,172,-2980,-2238,-4620,7333,0
784.090757132,-13508,-1192,-5428,-4815,-4733,4355,0
784.200142145,-15396,-9244,-9872,-1775,-428,2333,0
784.30960393,-26488,-2752,-2760,-2744,19837,-18403,0
784.419183016,-21980,2068,-2328,-8386,10426,-25396,0
784.528653145,-13200,5368,-452,1850,2225,-13743,0
784.638170958,-12824,2264,600,2442,-1228,-6539,0
784.747655153,-7704,-23404,-19672,4290,-8257,-4589,0
784.857156038,1092,-3340,340,19284,-11707,-1686,0
784.973840952,-15232,3656,-5648,19956,-10286,9924,0
785.083198071,-14776,-2544,-3476,5650,-7195,10675,0
785.192625046,-14084,1840,-5344,2246,-5705,10421,0
785.301964998,-14644,-736,-1168,-1380,-5399,6854,0
785.411590099,-15460,-2476,-6592,872,-2715,7340,0
785.521124125,660,-21568,-32768,-4955,17620,-1309,0
785.630692005,-18840,-1556,-1152,376,11395,-11167,0
785.740216017,-16840,1964,548,-6603,7387,-19320,0
785.849887133,-13208,2712,-3784,1524,-3520,-12680,0
785.959516048,-9260,-3900,-532,-6790,-6463,-13207,0
786.069029093,-11256,-640,1804,-3020,-1356,7244,0
786.178598166,-32768,-924,-11072,-12952,20603,3143,1
786.288136959,-14348,-720,-6156,2734,968,4418,0
786.397671938,-13348,-1452,-4440,-371,-6201,7739,0
786.50704813,-15632,-2596,-4868,-12838,-4737,6011,0
786.616492033,-13932,-296,-5836,-3249,-4549,6200,0
786.726238966,-15628,-264,-4988,-3389,-1466,3952,0
786.83564806,-28216,-12988,-32768,-1504,22130,-2651,0
786.945191145,-16440,1480,1268,-10067,14919,-14257,0
787.054646969,-19940,3792,-1160,-10226,6349,-24546,0
787.164037943,-13024,1180,-3228,468,-2342,-7717,0
787.273406029,-15004,2220,-3712,-8645,-4466,-12657,0
787.382925987,-9184,-14116,-10624,-5962,-8622,-10973,0
787.492341042,-7320,7368,-23612,12766,-13420,5649,0
787.602064133,-12488,1000,5536,11862,-8332,9666,0
787.711627007,-13648,-228,-5360,-9023,-2963,8260,1
787.821177959,-15416,-1172,-3076,1658,2350,17159,0
787.930753946,-14860,300,-3748,-5790,-3892,6642,0
788.040297985,-14448,1316,-5200,-2323,-3305,6061,0
788.149883986,-15792,-12284,-9208,-2147,5149,2867,0
788.259490967,-24548,2024,-1056,-12403,20629,-23871,0
788.369142056,-21552,1160,-1640,-9167,8893,-31930,0
788.478675127,-13916,4748,-540,-3066,-1486,-15131,0
788.588130951,-12252,2512,-1764,-3023,-3385,-11910,0
788.697762012,-9964,-16536,-17212,524,-11546,-7490,0
788.807219028,-24096,-5236,-32768,-8793,-11352,-4886,1
788.916599035,-13292,6796,956,5258,-6870,1989,1
789.026114941,-14596,424,-5124,6227,-8519,10923,0
789.135540009,-14716,1268,-3056,1668,-6596,16883,0
789.245074034,-13980,-372,-3728,-2313,-5560,6416,0
789.354592085,-15784,-1732,-5212,2087,-5181,8752,0
789.464086056,-23224,-14576,-30532,3362,18138,-12408,0
789.573455095,-21308,3448,-2264,1368,6732,-12093,0
789.683016062,-15276,5932,-2180,-835,10956,-16994,0
789.792459965,-10276,4672,-2288,1242,844,-5395,0
789.902137041,-14556,156,-6792,2025,-4277,-14006,0
790.011701107,-14884,832,4884,-18339,2262,4542,1
790.121389151,-19884,5120,-468,-25345,12753,443,0
790.231002092,-16688,-2816,-4216,-8868,-11460,2695,0
790.340664148,-13788,-1972,-3424,567,-8077,6943,0
790.450191975,-14888,-668,-2332,177,-5482,7443,0
790.559942007,-15048,-2660,-5340,-64,-4525,7264,0
790.66933012,-15712,-14040,-13412,-2091,2059,-2250,0
790.778870106,-25064,3020,-380,-4989,15492,-15974,0
790.888417959,-17540,5128,-3308,-4418,11754,-18501,0
790.997949123,-13580,4860,-832,4371,2652,-9260,0
791.107409,-15336,3580,-3296,-996,-1644,-7194,0
791.216938972,-11716,-15860,-16568,-1914,-6798,-5929,0
791.326419115,-19380,2336,-19908,1669,-5109,3071,0
791.435850143,-16116,-3192,-1856,10163,-12074,5543,1
791.545366049,-13360,-1592,-3868,3302,-5126,10802,0
791.654778957,-14536,-1592,-6112,-2668,-4742,6907,0
791.764271975,-12244,-900,-6112,-5918,-7381,7314,0
791.873651028,-15456,-1108,-5844,-3868,-1526,5050,0
791.984199047,-7228,-16204,-26804,10852,21649,3269,0
792.09362793,-22340,-4152,8604,-16927,11420,-19618,0
792.203151941,-19428,-1012,3528,-21228,6264,-23138,0
792.312690973,-16968,-4348,-1460,-13603,-2579,-22763,0
792.422078133,-13932,5428,-4600,-10509,-3387,-17026,0
792.531639099,-11088,-7860,-4752,6504,-4260,-6059,0
792.641163111,-10940,3148,5528,-18069,-5520,10261,0
792.750679016,-25108,-6356,-12740,-30401,3310,16844,1
792.860263109,-15676,136,-2948,-2374,-7866,4685,1
792.969875097,-13764,-1656,-3140,7961,-6294,10500,0
793.079370975,-15032,-8420,-5548,2951,-4235,7302,0
793.188873053,-11508,-244,-4300,-2937,-3999,5474,0
793.298440933,-15352,-3584,-8548,972,-73,5074,0
793.407890081,-16996,-8948,-14252,8515,20369,2173,0
793.517364979,-24348,-1796,-2152,463,6462,-16637,0
793.62689209,-14996,3364,-584,-3760,3097,-18999,0
793.736381054,-9800,4664,-1744,-503,-4391,-7207,0
793.845814943,-9000,-4236,-10136,-6754,-6599,-19971,0
793.955407143,-10700,676,6952,-528,2608,5997,0
794.064960957,-23272,8432,56,-25259,23086,-2294,1
794.174348116,-14756,-1156,-5600,-2722,-10288,4958,0
794.283987045,-14792,-2032,-3388,762,-7533,10454,0
794.393350124,-15544,-328,-2696,-9110,-3535,6044,0
794.502937078,-11388,388,-7080,-6527,-4551,3566,0
794.612264156,-15432,-4456,-10472,-2659,-2948,3733,0
794.721815109,-21108,-13836,-6988,4963,25473,-10289,0
794.831406116,-21972,-1672,-1036,-4463,4715,-16643,0
794.940973043,-14040,5384,-244,140,6616,-14602,0
795.050644159,-9108,1136,968,2761,313,-7040,0
795.160155058,-9372,-10792,-13460,-7305,-7311,-10820,0
795.26889801,-19256,880,6520,1477,-395,16203,0
795.376950026,-29132,9424,-3708,-22416,15585,8322,0
795.485064983,-12752,-764,-3220,-8170,-10893,45,1
795.593320131,-13976,-700,-3836,-1118,-5478,7195,0
795.702697992,-15012,-2512,-2848,-6119,-3488,5841,0
795.812061071,-12612,-3052,-7264,-3126,-6580,5968,0
795.921436071,-16648,-1460,-3000,1969,-871,5142,0
796.030992985,-14192,-5428,-9996,1375,21229,-6716,0
796.140655994,-21496,-2392,-68,-5502,9808,-14512,0
796.250561953,-16408,4124,-4016,-3932,5936,-21042,0
796.360100985,-14744,6076,-3564,1240,-682,-14438,0
796.469642162,-10876,792,-4740,-5602,-6048,-13925,0
796.579162121,-9892,-3576,-9552,-7555,-5735,-1906,0
796.688652992,-32768,7496,-3880,-8544,-3089,10595,0
796.798069,-20972,96,-2008,20662,-7651,13261,1
796.907664061,-14924,-3480,-3464,2727,-6836,10129,0
797.017161131,-15204,-3020,-2552,-969,-5564,7093,0
797.126592159,-13728,-4408,-6892,-259,-4983,5972,0
797.236187935,-16384,-1412,-5068,5557,-1607,7366,0
797.345625162,-31072,-21072,-32768,3010,10677,17646,0
797.455183029,-22448,-672,4052,-7434,11441,-16780,0
797.564677954,-17868,-1764,1432,-9967,6350,-16170,0
797.67407012,-11240,-6840,1696,-8867,-3492,-18252,0
797.78354001,-14452,516,-2936,-9539,-2121,-17366,0
797.893073082,-10452,-12960,-15740,-2359,-7684,-10371,0
798.002433062,-28296,-18564,-32768,6814,-15168,-929,0
798.112097979,-12028,1248,244,5149,-7044,8520,1
798.221611977,-13628,-2964,-3064,4134,-5488,10266,0
798.33120203,-15084,-1152,-3300,391,-3132,14687,0
798.440752983,-15032,1040,-1184,-3563,-4163,6250,0
798.550305128,-13824,-1432,-6888,-3093,-2372,4527,0
798.659909964,-13976,-8008,-11248,-4640,4905,-1557,0
798.769443989,-27484,-2596,-716,-11142,19886,-21368,0
798.878932953,-20300,-132,-1520,-10356,6218,-25289,0
798.988464117,-17812,3004,2400,-7010,875,-18406,0
799.097939968,-11464,624,-3260,-1287,-3223,-12516,0
799.207433939,-9080,-10788,-12176,822,-8246,-7350,0
799.31688714,-9348,408,4264,-13082,-1537,18571,0
799.426352978,-18332,-7648,3132,-24184,-3796,-1883,0
799.535902023,-17280,2240,-8264,-12456,-4136,1842,1
799.645373106,-13704,-1108,-2812,1465,-6427,10618,0
799.754815102,-13772,1828,-2516,-4344,-3085,7515,0
799.864282131,-12980,-2012,-6720,-3763,-1587,5910,0
799.9737041,-15956,-3736,-6576,-1860,1971,3846,0
800.083156109,-23980,-8172,-6956,-3098,24294,-15971,0
800.192687988,-24492,2072,48,-6204,2554,-19482,0
800.302214146,-14508,2808,-348,-3619,3263,-17192,0
800.41178894,-9240,-716,-500,-2467,-4397,-7382,0
800.521444082,-8268,-2084,-10580,-6483,-12158,-11249,0
800.631046057,-13480,3676,1804,-7397,-1265,13072,0
800.740653038,-16500,-2688,-284,-23925,2081,10487,0
800.850229979,-17072,-1792,-4492,-17623,-5097,-1722,1
800.959890127,-13940,-2748,-4592,1905,-6736,7879,0
801.069432974,-15676,1784,-3136,-2708,-5595,10844,0
801.178915024,-13908,1648,-5016,-4541,-3734,4276,0
801.288414955,-14724,-8912,-11972,-3103,623,-295,0
801.397910118,-24620,1732,-4708,-7352,20713,-20050,0
801.507413149,-16424,3268,-4080,-801,6902,-19728,0
801.617830038,-11052,1188,-1740,2979,3799,-8822,0
801.727316141,-9668,140,-1648,4730,-1969,-6698,0
801.836837053,-11008,-16616,-13624,2172,-5597,-4372,0
801.946325064,-27668,-23368,-32768,2928,-7545,-176,0
802.055788994,-13112,984,3832,469,-2695,7271,1
802.165328979,-15336,2028,-4300,-1994,-3909,10000,0
802.274770021,-15512,-1528,-4140,784,-6704,8684,0
802.384134054,-16076,908,-2116,2653,-6261,11184,0
802.493559122,-14700,-1996,-5836,-753,-4212,6070,0
802.603110075,-19456,-27636,-11024,1392,11514,-6744,0
802.712466955,-16856,-652,-3588,661,12570,-10597,0
802.822128057,-16316,6356,-2384,-2584,12755,-19009,0
802.931700945,-9612,4472,-2332,-819,328,-8802,0
803.041331053,-12412,440,-4572,-3558,-5276,-10848,0
803.150886059,-9464,-11324,-10932,-7887,-5750,-5761,0
803.260411024,-11892,-3236,-16372,6469,2750,2993,0
803.369936943,-16268,-1224,1720,17257,-13625,11399,1
803.47941494,-13720,-2800,-1508,2431,-5008,11227,0
803.588896036,-14208,-1600,-4952,230,-3440,8103,0
803.698414087,-14080,3364,-4864,-5400,-3925,4838,0
803.807911158,-14180,-1052,-7212,-4813,-938,3670,0
803.917284012,-20920,-11424,-4728,-18191,1969,-7147,0
804.026904106,-21968,-2220,7512,-15673,14005,-23708,0
804.136351109,-21488,884,2348,-17463,6099,-24252,0
804.245802164,-17100,1104,-1784,-10922,-1234,-20143,0
804.35529995,-14868,636,-4420,-3891,-5372,-18248,0
804.464789152,-14660,-10096,1136,-6832,-7123,-11234,0
804.574175119,-10796,-4956,-2584,-184,-5490,-3967,0
804.683593988,-29308,-1748,-32768,-3625,-19975,-11677,0
804.793183088,-19772,6484,5396,-5816,-16500,-919,1
804.902513027,-11092,-1784,-6588,4429,-5445,6438,0
805.01272893,-14960,-424,-1748,-1839,-2801,9227,0
805.122393131,-13736,-1532,-2552,9123,-4988,12874,0
805.23194313,-16512,1064,-4872,-1002,-3145,8259,0
805.341552973,-16808,-8288,-10820,-4578,1190,640,0
805.450925112,-26348,-2632,-1784,-657,21238,-14068,0
805.560443163,-19152,320,-3260,-3369,6446,-21903,0
805.669883966,-13664,2724,-828,-628,-281,-16370,0
805.779392958,-11540,956,-904,792,-2247,-8819,0
805.88913703,-10332,-6852,-9536,-8592,-6219,-17244,0
805.998583078,-9516,-740,2360,-5215,-3422,13499,0
806.107545137,-25572,-4264,-1268,-21993,12990,12900,0
806.215749025,-14952,-332,-3200,-15928,-5924,430,1
806.324057102,-15096,196,-4092,-1081,-6789,9138,0
806.433450937,-14264,-552,-6184,-6506,-2021,6855,0
806.543056011,-13924,-376,-5308,-2507,-3065,6354,0
806.652426958,-16284,-5560,-9800,-3068,585,2040,0
806.762170076,-22380,-5340,-4928,766,24429,-9601,0
806.871685982,-18164,-2208,2392,-3459,5093,-17671,0
806.981076002,-18036,5372,2580,-1703,4035,-14617,0
807.090595007,-9808,2760,-3484,-1407,-4043,-14732,0
807.200154066,-7576,-9360,-10532,-1352,-8134,-8352,0
807.309703112,-14316,3812,1068,-7520,2887,8438,0
807.419047117,-25452,-2068,-1940,-24750,9184,10030,1
807.528687954,-19172,-732,-6120,-4467,-11528,2450,0
807.638138056,-14108,-1124,-2628,2631,-5924,7747,0
807.747699976,-15144,-20,-1456,-878,-5278,10215,0
807.857232094,-14056,-3224,-6356,-607,-5334,7029,0
807.966609955,-16760,-2344,-5684,3650,81,6158,0
808.076169014,-20736,-3336,-10424,13655,27653,-6055,0
808.185624123,-21712,-5248,-1344,-2763,9301,-12097,0
808.295036077,-14292,3680,-1524,-1069,4811,-16156,0
808.404595137,-11088,3360,-1608,3588,524,-11517,0
808.51398015,-8096,-5188,-8836,-7155,-6435,-12684,0
808.623392105,-10040,340,7380,3400,1176,16172,0
808.732748032,-17712,7064,4184,-15670,-8212,6741,1
808.842144966,-16820,1580,232,2111,-4783,6470,0
808.951669931,-14940,184,-3620,3573,-7191,8317,0
809.061259031,-15144,-3248,-4272,-4940,-3619,4762,0
809.170638084,-13860,2016,-5676,-375,-3660,8821,0
809.280168056,-14748,-4488,-10896,854,2192,1103,0
809.389672041,-27696,-4068,-5080,-2820,20259,-9910,0
809.499176979,-21212,-1588,-704,-6174,5353,-32022,0
809.60857296,-15280,372,96,-3553,457,-16306,0
809.718011141,-11892,1828,-1604,-3808,-2104,-15932,0
809.827739,-6628,-5088,-4024,-3058,-5012,-10940,0
809.937195063,-14168,4400,2532,-5414,1245,17777,0
810.046666145,-31368,11608,-9580,-32768,21976,1170,1
810.156163931,-14728,-1028,-7588,-12487,-8925,1110,0
810.265625,-14684,-716,-4704,-2547,-6133,6142,0
810.37503314,-14868,-3068,-4296,-8100,-2814,5288,0
810.484627008,-14896,792,-6884,-1887,-5115,7167,0
810.594121933,-16436,-880,-3560,-2145,-919,5179,0
